1,나눔로또판매점
2,다이소 코엑스몰점
2,준정형외과
3,푸른약국
4,인터넷뱅킹
5,힘정형외과
6,CU 성수IT밸리점
7,고렙
8,LG U+
9,우체국
10,로빈그릴하우스
11,세븐일레븐 저동점
12,한성슈퍼 나들가게
13,SKT
14,FBS출금
15,검은사막
16,이규호치과의원
17,이마트에브리데이
18,파리바게뜨 을지로3가역점
19,YES24
20,신한은행
21,기업은행
22,우리은행
23,이마트24 충무로2가점
24,대림마트
25,이마트 산본점
26,인터넷 뱅킹
27,세븐일레븐 낙산비치점
28,GS25낙산해송점
29,돈호야
30,맘스터치강릉대학로
31,홈플러스 강릉점
32,꽃사슴복권마트
33,KT서강릉지점
34,GS낙산해송점
35,진평양행 복권타운
36,남매식당
37,GS25강릉용강점
38,IBK기업은행 강릉지점
39,본죽 강릉중앙점
40,빽다방 강릉금학점
41,CU 강릉유니시티점
42,맥도날드 강릉점
43,GS25강릉금막점
44,강릉사랑 파리바게뜨
45,25시리빙마트
46,동원칼국수
49,CU 낙산향기점
50,용우동(금학동)
51,해맞이기사식당
52,낙산종합버스터미널
53,강릉 란 헤어샵
54,강릉시외버스터미널
55,프로토 용강점
56,강현농협하나로마트낙산점
57,IBK기업은행 강릉지점
58,FBS 충금
59,강릉 짱 게임장
60,GS25낙산해송점 ATM
61,낙산시외버스터미널
62,옥션
63,한국유통
64,왕궁웨딩
65,강릉버스터미널
66,강릉역
67,강릉맞이방편의점
68,금정역
69,신수리고속버스터미널
70,안양시외버스터미널
71,육회지존(금정점)
72,원광대 산본치과병원
73,스타벅스 사당역점
74,한우마을
75,씨유산본역점 옆
76,세븐일레븐 산본희망점
78,교보생명
79,GS25 성수대우점
80,GS25 삼성역점
81,쥬씨(봉은사역점)
82,씨 스페이스 삼성1점
83,KFC 코엑스몰점
84,노메
85,IT부페
86,헤어노블레스
87,아마스빈 뚝섬역점
88,산본역
89,노랑강정(산본점)
90,국민은행
91,산본 치과 원광대학병원
92,씨유 산본역점 옆
93,대학약국
94,이마트24 성수예당점
95,홈플러스 익스프레스 뚝섬점
96,CU 성수디지털타워점
97,뚝섬역 파리파게뜨
98,뚝섬역
99,산본 원광대치과병원
100,뚝섬역 파리바게뜨
101,LA타운
102,영빈관
103,서동관
104,아이템베이
105,명동역
106,CU 충무로2가점
107,부자
108,산본역 기업ATM
109,부산돼지국밥
110,원보창현식당
111,화로백서
112,알파 퇴계로점
113,카카오페이
114,CU 산본역점
115,CU 산본역점 옆
116,맛있는반찬
117,시골통닭(사당점)
118,맥도날드 명동점
119,1988곰면옥
120,신촌설렁탕
121,교보보험
122,세븐일레븐 사당
123,산본역 2호 파리바게뜨
124,끼니야
125,정선함내곤드래밥
126,명동교자
127,우리ATM
128,더 채플 앳 청담
129,명동 사무실
130,CU산본역점 옆
131,명궁
132,산본역 기업 ATM
133,신진약국
134,맛있는 반찬
135,대운치킨
136,KB국민은행 중부지점
137,세븐일레븐 아시아미디어점
138,봄다방
139,어사출또
140,이마트24 정왕월드점
141,이마트24 부천상동점
142,GS25S상동역점
143,GS25S가산디지털단지
144,전주콩나물국밥
145,마포만두 충무로점
146,팔팔찜
147,신한은행 부천상동점
148,대박할인마트
149,바이더웨이 상동제일점
150,GS25 상동현해점
151,GS25상동현해점
152,스마일명품찹쌀과베기
153,우리은행ATM
154,로또판매소
155,부천 상동 김밥천국
156,이마트24 부천상동덤
157,티몬
158,애플김밥
159,가산하행종합편의점
160,상동역
161,토스
162,마이크로소프트
163,더치앤빈(상3동점)
164,나눔로또판매점
165,상동한식부페
166,와수리 버스터미널
167,센터안경
168,경비실
169,육회지존(금정)
170,롯데리아 부천상동점
171,PAPA아이스크림
172,스시메이진(부천상동점)
173,상동역 기업ATM
174,홈플러스 익스프레스 부천상동3점
175,강남역 6번출구 매점
176,GS25상동현해저
177,GS25상동역점
178,아마스빈 상동점
179,GS25상돈현해점
180,버거킹 상동점
181,롯데리아 상동점
182,성북동왕돈까스
183,원광대학교산본병원
184,뚜레쥬르 상동역
185,CU상동라일락점
186,복권판매점
187,해양조사원
188,기업은행 상동역지점
189,편의점
190,밥짱 한식부페
191,인천 가좌동
192,부평역
193,파리파게트
194,핸드폰메모리 공장
195,복권판매소
196,상하이
197,커피원쥬스원
198,맥도날드 홈플러스 상동점
199,동암역
200,놀부보쌈
201,인터넷 쇼핑
202,연보쌈
203,국민은행 상동역지점
204,피자굼터
205,우리홈마트
206,아버지일
207,맥도날드 상동역점
208,성북동왕동까스
209,둘둘치킨
210,김밥천국
211,맥도날드 상동
212,다이소 부천상동역점
213,뚜레쥬스 상동역
214,GS상동디아뜨점
215,광명서편맞이직영편의점
216,815슈퍼(부산)
217,다이소 부산영도동상점
218,GS25상동디아뜨점
219,버거킹 상동역점
220,마루(부천상동점)
221,슈퍼
222,복권판매점 썬마트
223,진성철물설비 생활용품
224,오피스디포 성동점
225,스마일명품찹쌀꽈베기
226,쥬씨(부천상동점)
227,구리 휴게소
228,다나와(플라잉랩)
229,쿠팡
230,쿠젠 북수원서비스
231,신수리버스정류장
232,스팀(토스)
233,스마일명품찹쌀꽈배기
234,청룡각
235,농협
236,기업은행 뚝섬역지점
237,오피스안 성동점
238,산본역 2호 파리파게트
239,백년식당서서갈비(수원점)
240,농바우상륙했소
241,국민카드
242,신림역
243,프라빈 서울숲점
244,약국
245,병원
246,국민은행ATM
247,쿡라이프
248,LGU+
249,테라
250,친구
251,인터넷쇼핑
252,잠실야구장
253,길거리
254,문방구
255,버스
256,가게
258,지하철역
259,고용노동부
260,회식
261,학원내
262,굿대디 돈까스
263,CU 덕산점
264,아이포 보라매점
265,배밭골
266,카페
267,식당
268,Q-net
269,강남역
270,보라매역 자판기
271,롯데리아 보라매 타운점
272,중국관
273,미인초밥
274,노랑강정산본
275,맘스덮밥
276,늘
277,일미분식
278,구서방네쭈꾸미
279,육수당 보라매
280,세븐일레븐 수언아주대본점
281,스시오 수원점
282,세븐일레븐 동작대방점
283,킹파스타
284,국수나무보라매점
285,버거킹
286,미용실
287,회식장소
288,다이소
289,코레일유통
290,푸른제주
291,한성컴퓨터
292,모닝문구
293,궁중참순대
294,보라매역
295,쥬씨(산본점)
296,허수아비돈까스
297,킹콩부대찌개 보라매점
298,세븐일레븐 동작옴니타워점
299,GS25신대방문창점
300,교동전선새(보라매점)
301,G샘병원
302,GS25역삼태극점
303,씨유역삼유토빌
304,카페7그램 역삼
305,푸드까페
306,씨유 역삼우인
307,GS25잠실구장점
308,바이더웨이
309,미향
310,마루
311,쥬시
312,가산역 매점
313,점심
314,커피식스쥬스식스
315,상동역 자판기
316,닭치고닭갈비
317,공구점
318,사내
319,음료수
320,디긴차이나
321,구좌리얼크니손칼국스
322,주민센터
323,백두산
324,세븐일레븐충무로비지
325,흑돈애
326,교동전선생
327,왕십리역
328,행당닭한마리
329,충무로새마을식당
330,GS25명동성당점
331,병천순대감자탕
332,씨유충무로2가점
333,육수당
334,핸드폰매장
335,종로빈대떡
336,미니스톰충무로역점
337,동경우동모밀
338,삼대나주곰탕
339,미니스톰M명동역점
340,한국산업인력공단
341,GS25S종합운동장역점
342,세븐일레븐대화역점
343,스마트입금
344,호콩반점0401보라매
345,GS25S보라매역
346,가산역 평의점
347,역전우동 보라매공원점
348,롯대리아 보라매타운점
349,홍콩반점0410 보라매공원점
350,미니스톰 보라매역점
351,GS25S보라매역점
352,할매순대
353,국수나무 보라매점
354,부여소부리보리밥
355,원양참치
356,월화고기
357,월하고기
358,월화고기 보라매점
359,이마트 에브리데이 용호점
360,김명자굴국밥
361,킹콩부대찌게 보라매점
362,1994스토리양분식
363,착한커피 보라매공원점
364,홍콩반점0410(보라매공원점)
365,국수나무 보라매
366,제족족발
367,센븐일레븐 동작대방점
368,이화수 서울보라매점
369,월하고기 보라매점
370,신항은행
371,로또
372,허수아비 돈까스
373,대박김치찌개
374,롯대리아 보라매 타운점
375,오장면옥
376,라이스&파스타
377,국수나무
378,킹콩부대찌게
379,미니스톱
380,6501버스
381,선릉역
382,맥도날드
383,정통중국요리 샤우
384,교동전선생(보라매점)
385,노랑강정 산본점
386,기왕생고기
387,밥플러스 성수역점
388,저녁
389,CU 현대테라스타워점
390,소바식당
391,스팀
392,디카페
393,롯대리아
394,부드러운마늘보쌈족발
395,CU광교원천점
396,GS25문래그랜드점
397,더스푼
398,24전주콩나물국밥(문래점)
399,헤이커피
400,GS25믄래그랜드점
401,GS25문래그램드점
402,사진관
403,음식점
404,세븐일레븐 문래하우스디점
405,함박스텍
406,레드브릭스
407,카카오뱅크
408,GS25문래그댄드점
409,두유
410,신흥각
411,복권팡매점
412,인터넷뱅킹(토스)
413,온반
414,빽다방 문래동국
415,강릉 짚라인
416,카페드옥토브르
417,강릉 터미널하이퍼
418,GS25문래그랜드점
419,빅아일랜드
420,복권팬매점
421,스시오
422,TEST
423,에머이 문래점
424,신도림역
425,신한은행 신림동점
426,라크라센타
427,마이크로소프트 스토어
428,맥도날드 신도림디큐브
429,이야기를담은라멘문래점
430,스타벅스 문래동점
431,맥도날드 신도림
432,맥도날두 신도림
433,맥도날드 신도리
434,스시네코
435,굿모닝온누리약국
436,웨스턴차이나
"437,111",
"438,222",
439,수유다래함박문래점
440,세븐일레븐 문래하우스점
441,로또판매점
442,신도림 3번출구 인근 노점
443,신한으뇅(토스)
444,24시전주콩나뭄국밥
445,시골소풍
446,별김밥
447,지하철역사
448,프라자아이스크림
449,또f온반
450,카카오쇼핑
451,석쇠삼겹살
452,이디야커피 문정테라타워점
453,신한은행 1825
454,민원
455,문구점
456,성수역 인근 편의점
457,에즈넷
458,박가부대찌개 잠실점
459,고향식당
460,카페24
461,굴다리숯불구이본가
462,고향마을
463,카츠젠(월드타워점)
464,이마트24 잠실시그마점
465,카파커피
466,유략
467,북경
468,샤브샤브 칼국수
469,카페7그램
470,롯데리아
471,CU M잠실역점
472,제이에스키친 잠실점
473,현대칼국수
474,소박한식탁
475,가산역 편의점
476,클럽2
477,위치11
478,기업 인터넷뱅킹
479,조박사토종순대국
480,황기순의칼국수&돈까스
481,잠실야구장 편의점
482,일산
483,구내식당
484,미니스톱M명동역점
485,쥬씨
486,전라도 밥상
487,가쓰라
488,오모리찌게전문점
489,하모니마트
490,하오미앤
491,소박한식당
492,멘짱
493,순두부전문점
494,아리스타커피(충무로)
495,엔제리너스
496,씨유춤무로2가점
497,청밀밭비빔국수
498,직화한상
499,CU 잠실타워점
500,태순정
501,전주콩나루콩나물국밥
502,잠실역
503,제이에스키친
504,흥부네
505,세븐일레븐 잠실루터회관점
506,장군보쌈
507,MMTH 잠실루터회관점
508,명동칼국수
509,대한에프에쓰에쓰
510,카페죽이야기
511,할매순대국잠실본점
512,수가성수두부전문점
513,회사내
514,인터네뱅킹
515,마부육전
516,이마트 잠실시그마점
517,계좌이체
518,롯대리아 캐슬플라자점
519,보부선대중음식점
520,스시메이진(안산점)
521,전주콩나무콩나물국밥
522,한국교자(잠실점)
523,포차이
524,CU 신천대로점
525,락앤윅
526,수가성순두부전문점
527,부타카레
528,정웁아줌씨네
529,안양축산농협
530,롯데리아 캐슬플라자점
531,치킨쉐프 충무로점
532,부흥식당
533,신세계분식
534,버거킹충무로역점
535,육회지존
536,치킨쉐프
537,담소사골순대 충무로
538,훌랄라숯불닭바베큐
539,CU M잠실롯데타워점
540,디비글로리
541,예솔감자탕
542,바루
543,세븐일레븐 잠실교통회관점
544,언노운커피
545,신의주부대찌개
546,뚝배기돈가스
547,꼬불꼬불
548,비틀주스
549,우촌돌솥설렁탕
550,궁노래연습장
551,왕순대
552,티매니택시
553,버거킹 사당역점
554,티머니택시
555,제일옥
556,롯대리아 산본중심
557,은행
558,현금입금
559,모노치즈 잠실점
560,윤석중내과의원
561,해오름약국
562,택시
563,티머니 택시
564,알라딘
565,세븐일레븐충무한영점
566,코레일유통 편의점
567,죽이네스시
568,만랩즉석떡볶기
569,디토(DITTO)
570,충무교자
571,씨유충무로 2가점
572,오피스 디포 성동점
573,홈플러스365PLUS
574,엘에이북창동순두부분
575,더진국 수내역점
576,GS25잠심야구장점
577,더위너
578,와규마리채
579,참진짜장짬뽕
580,매취랑
581,황봉24시해장국
582,이마트 편의점
583,대한에프레쓰에쓰
584,몽마르치킨
585,잠실역 지하상가
586,어니언스
587,맥도날드 잠실역점
588,개인택시
589,락앤윅잠실홈플러스점
590,공차 안산상록수점
591,아성다이소 상록수역점
592,삼육가 사당역
593,사당역 매점
594,CU M 잠실역점
595,루터약국
596,오늘에 초밥
597,하노이트레인
598,이마드24 잠실시그마점
599,노랑강점(산본점)
600,순남시래기수내점
601,선채향
602,마리채
603,맥도날드수내역점
604,육회지존굼포역점
605,손스터디카페
606,부페
607,콤택
608,씨유성수디지털타워점
609,이화숯불갈비(수내점)
610,미소야분당수내점
611,구리휴게소
612,GS35 철월자등점
613,니고라멘
614,제주명가
615,김씨부엌
616,미소야분당수내역점
617,육앤샤
618,GS25행당점
619,쥬스식스강남역점
620,오피스안(성동점)
621,LG전자
622,씨유성수IT밸리점
623,씨스페이스삼성
624,GS25봉은사역점
625,제휴CD
626,올몰
627,홈플러스익스프레스뚝
628,GS25삼성역점
629,생선지존진땡이
630,국수마을
631,강남돈주는남자
632,위드미스타필드코엑스
633,천미향
634,베이비기네스
635,청주본가
636,신의주부대찌개삼성역점
637,버거킹 메가박스 코엑스
638,미니스톱 삼성현대점
639,미다래대치점
640,생전지존진땡이
641,KFC 코엑스
642,얌샘김밥
643,이마트24 코엑스몰1호
644,와가마마
645,산본역 편의점
646,빽다방노량진학원점
647,KFC코엑스
648,생성지존진땡이
649,씨유삼성대웅점
650,이마트24 코엑스몰1
651,지에스25봉은사역점
652,이마트24 코엑스몰 4호
653,한샘
654,미니스톱삼성현대점
655,씨유삼성백암점
656,위드미상성중앙점
657,씨유SK오천주유소점
658,세븐일레븐삼성대웅
659,이마트24코엑스몰 1호
660,MMTH 잠실나루터회관점
661,노랑강정산본점
662,코리아세븐저동점
663,복권판매덤
664,농협 잠실점
665,건강보험공단
666,버거킹수원역사점
667,세븐일레븐
668,롯데리아 잠실 캐슬점
669,쥬씨 한대앞점
670,화덕육선생
671,킹콩전자담배잠실점
672,롯데온
673,주식회사 케이엠파이
674,방방짬뽕
675,버거킹 시청역점
676,가네리뚝배기
677,부민옥
678,길농원 냉면
679,조선정욱식당
680,대박분식
681,예산 백가함가네 닭한마리
682,가리네 뚝배기
683,이마트24 중구소공점
684,남도가 복창동점
685,조선정육식당
686,두껍삼겹살직영점
687,빽다방 명동중앙우체국점
688,CU한화빌딩점
689,시청역
690,향미
691,김앤장
692,사직골
693,소공점 매머드커피
694,품앗이
695,신의주부대찌게 시청점
696,산본역 기업은행 ATM
697,제주한라해장
698,산동교자
699,소공메밀
700,프리시고메이
701,청담동마녀김밥 시청점
702,신의주부대찌개 시청점
703,소공점 매머트커피
704,가네리뚝베기
705,북촌순두부
706,노브랜드 버거 명동역점
707,남해굴국밥
709,아이스킹
710,노랑강청 산본점
711,세븐일레븐 남대문카페점
712,광흥운수
714,원당감자탕
715,이차돌
716,담소사골순대
717,오근순두부
718,길농원 냉명
719,우리안과
722,다비치 안경 산본역서부사거리점
723,복권판매저
724,CU 금천하이시티점
725,맥도날도 가산비지니스
726,더밥(BYC)
727,코렉스 자전거
728,내일채움공제
729,강서오피스넥스
730,엔코바
